,specimen_id,input_resistance,tau,v_baseline,sag_nearest_minus_100,sag_measured_at,rheobase_i,fi_linear_fit_slope,ap_1_threshold_v_0_long_square,ap_1_peak_v_0_long_square,ap_1_upstroke_0_long_square,ap_1_downstroke_0_long_square,ap_1_upstroke_downstroke_ratio_0_long_square,ap_1_width_0_long_square,ap_1_fast_trough_v_0_long_square,ap_mean_threshold_v_0_long_square,ap_mean_peak_v_0_long_square,ap_mean_upstroke_0_long_square,ap_mean_downstroke_0_long_square,ap_mean_upstroke_downstroke_ratio_0_long_square,ap_mean_width_0_long_square,ap_mean_fast_trough_v_0_long_square,avg_rate_0_long_square,latency_0_long_square,stimulus_amplitude_0_long_square,fi_sqrt_fit_Ic,stimulus_name,sweeps_used,dandiset label,created,species,specimen_id.1,id_full,dandiset_id,age,subject_id,cell_id,brain_region,species_meta,filepath,contributor,umap X,umap Y,pca X,pca Y,GMM cluster label,supervised umap X,supervised umap Y,dandiset_link,file_link,meta_data_link
602,000008/sub-mouse-PHFLX/sub-mouse-PHFLX_ses-20190416-sample-6_slice-20190416-slice-6_cell-20190416-sample-6_icephys.nwb,2.5216276460537985,1.3360811465271043,-58.23976983129978,0.0763049996999366,-98.85477274656296,40.0,-0.0175292054690605,-37.32314333319664,53.924839943647385,198.69906144205288,-46.31392107375007,4.290266443336669,0.21484384804783027,-40.318094193935394,-34.91809964179993,47.10929840803146,163.1689769101294,-36.05859685541451,4.618441436743166,0.0019600000000006,-38.761081174016,3.3333333333325537,0.0732400000000137,40.0,2678.7528033730123,no description,[11 12 13 ... 34 38 39],8,2020-03-17 18:20:55.694000+00:00,House mouse,000008/sub-mouse-PHFLX/sub-mouse-PHFLX_ses-20190416-sample-6_slice-20190416-slice-6_cell-20190416-sample-6_icephys.nwb,000008/000008/sub-mouse-PHFLX/sub-mouse-PHFLX_ses-20190416-sample-6_slice-20190416-slice-6_cell-20190416-sample-6_icephys.nwb,8,104.0,mouse_PHFLX,20190416_sample_6,motor cortex,House mouse,sub-mouse-PHFLX/sub-mouse-PHFLX_ses-20190416-sample-6_slice-20190416-slice-6_cell-20190416-sample-6_icephys.nwb,"Scala, Federico",19.775213,-1.6665251,0.1141736379913754,2.6294836163928577,8,5.357055,11.096514,https://dandiarchive.org/dandiset/000008,https://dandiarchive.s3.amazonaws.com/blobs/25e/a05/25ea057f-97a1-4604-97c9-59a2985fecec,https://api.dandiarchive.org/api/dandisets/000008/versions/draft/assets/7e3727f0-8e67-48a8-8b56-ad9212de2f67/
6073,000109/sub-685740095/sub-685740095_ses-685820986_icephys.nwb,2.486961664844674,1.311537145747068,-58.53111267089844,0.1532244980335235,-100.15625762939452,9.0,0.2685714286173065,-42.15625381469727,45.0,408.9491930126184,-146.45618655250794,2.7922971547944857,-0.1938200260181486,-55.90625,-42.40625,45.09375,408.0853798135104,-147.6092105032218,2.764833863283915,0.0006599999999969,-56.14583206176758,3.000000000012987,0.1922999999991248,9.0,20.39871660013139,PLACEHOLDER,[5 6 7 8],109,2021-06-08 00:45:52.383457+00:00,Human,000109/sub-685740095/sub-685740095_ses-685820986_icephys.nwb,000109/000109/sub-685740095/sub-685740095_ses-685820986_icephys.nwb,109,0.0,685740095,685820986,neocortex,Human,sub-685740095/sub-685740095_ses-685820986_icephys.nwb,"Chartrand, Thomas",9.764521,16.731014,-0.3185181639942339,-0.9805836006240456,13,12.269068,0.49858162,https://dandiarchive.org/dandiset/000109,https://dandiarchive.s3.amazonaws.com/blobs/c03/bbb/c03bbb14-99e7-4d47-b96d-563a3c2aba26,https://api.dandiarchive.org/api/dandisets/000109/versions/draft/assets/a4ddf01a-eb9f-47fe-a09f-223e1bf671c9/
5439,000020/sub-639391267/sub-639391267_ses-639962969_icephys.nwb,2.210853720242604,1.0053035082922952,-50.70644760131836,0.1955786645412445,-66.43750762939453,159.0,0.565161331988418,-11.5625,45.34375381469727,313.9603990869412,-216.93497884024325,1.4472557665223278,-0.3565473235158853,-32.250003814697266,-11.5625,45.34375381469727,313.9603990869412,-216.93497884024325,1.4472557665223278,0.0004399999999979,-32.250003814697266,1.000000000004329,0.0877199999996007,159.0,33.672687465887584,PLACEHOLDER,[4 5 6 7],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-639391267/sub-639391267_ses-639962969_icephys.nwb,000020/000020/sub-639391267/sub-639391267_ses-639962969_icephys.nwb,20,48.0,639391267,639962969,visual cortex,House mouse,sub-639391267/sub-639391267_ses-639962969_icephys.nwb,"Gouwens, Nathan",11.95304,8.334912,-1.0860111159493957,1.3834665981397536,16,14.295879,0.28001148,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/35f/ae1/35fae112-0981-4a26-9d44-8272cee8d94d,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/e50972b7-9c0b-484e-a1b1-b09b6741a335/
1323,000020/sub-992385550/sub-992385550_ses-993553182_icephys.nwb,2.088579717271116,1.0111845227840741,-71.58670806884766,0.0890802070498466,-85.40000915527344,170.0,0.4199999652500259,-32.02499771118164,25.600000381469727,291.04668987314733,-161.37011915483876,1.8035971677871825,-0.2839966563647833,-49.79999923706055,-31.50937271118164,25.384376525878903,282.76923280625374,-159.50294493175784,1.7724505130380304,0.0005300000000005,-49.415626525878906,2.000000000004661,0.1317200000001317,170.0,13.640698634045526,PLACEHOLDER,[5 7 8 9],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-992385550/sub-992385550_ses-993553182_icephys.nwb,000020/000020/sub-992385550/sub-992385550_ses-993553182_icephys.nwb,20,54.0,992385550,993553182,visual cortex,House mouse,sub-992385550/sub-992385550_ses-993553182_icephys.nwb,"Gouwens, Nathan",-15.290034,-0.4109306,-0.458139173735978,-0.7961949950622805,13,12.4288225,-1.246947,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/fee/aff/feeaff52-d716-423e-90f8-1a097725b24a,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/8c578799-30dd-4eee-be0f-11ac4da0a691/
5971,000035/sub-mouse-SCEAC/sub-mouse-SCEAC_ses-20200414-sample-1_slice-20200414-slice-1_cell-20200414-sample-1_icephys.nwb,1.9324257859128067,1.1934204895986944,-67.72329338770125,0.101420745834794,-82.81003683805466,180.0,-0.0269610435395734,-31.08890727162361,50.05186051130295,224.14029799525065,-67.19599803525081,3.3356197474389377,0.04921802267029797,-37.9602387547493,-30.847106594592333,49.71522279083729,215.196425391351,-58.590050905661,3.697243158579754,0.0012800000000003,-39.12092559039593,6.666666666666667,0.0894000000000153,180.0,1182.5845290196298,no description,[18 19 20 ... 76 77 78],35,2020-08-07 16:00:21.992000+00:00,House mouse,000035/sub-mouse-SCEAC/sub-mouse-SCEAC_ses-20200414-sample-1_slice-20200414-slice-1_cell-20200414-sample-1_icephys.nwb,000035/000035/sub-mouse-SCEAC/sub-mouse-SCEAC_ses-20200414-sample-1_slice-20200414-slice-1_cell-20200414-sample-1_icephys.nwb,35,212.0,mouse_SCEAC,20200414_sample_1,motor cortex,House mouse,sub-mouse-SCEAC/sub-mouse-SCEAC_ses-20200414-sample-1_slice-20200414-slice-1_cell-20200414-sample-1_icephys.nwb,"Scala, Federico",17.674814,-4.7756696,1.388173401353323,1.966038658381676,8,5.525145,11.192959,https://dandiarchive.org/dandiset/000035,https://dandiarchive.s3.amazonaws.com/blobs/b56/522/b5652282-00b9-48c3-b9ae-4b966ec6922c,https://api.dandiarchive.org/api/dandisets/000035/versions/draft/assets/bcd0e3a1-d225-491b-aed6-e90f7964fbb9/
6034,000035/sub-mouse-WPOGH/sub-mouse-WPOGH_ses-20200406-sample-11_slice-20200406-slice-3_cell-20200406-sample-11_icephys.nwb,2.152055820165742,0.9348895342846066,-72.06772415494618,0.0610332625258442,-99.79518502950668,120.0,-0.0779971764346764,-37.16957941651344,22.69274927675724,205.5307507189101,-209.19780601122545,0.982470871170998,-0.25181197299372204,-59.94946882128716,-37.16957941651344,22.69274927675724,205.5307507189101,-209.19780601122545,0.982470871170998,0.0005600000000001,-59.94946882128716,1.6666666666666667,0.0403600000000002,120.0,1018.402526557565,no description,[15 16 17 ... 76 77 78],35,2020-08-07 16:00:21.992000+00:00,House mouse,000035/sub-mouse-WPOGH/sub-mouse-WPOGH_ses-20200406-sample-11_slice-20200406-slice-3_cell-20200406-sample-11_icephys.nwb,000035/000035/sub-mouse-WPOGH/sub-mouse-WPOGH_ses-20200406-sample-11_slice-20200406-slice-3_cell-20200406-sample-11_icephys.nwb,35,65.0,mouse_WPOGH,20200406_sample_11,motor cortex,House mouse,sub-mouse-WPOGH/sub-mouse-WPOGH_ses-20200406-sample-11_slice-20200406-slice-3_cell-20200406-sample-11_icephys.nwb,"Scala, Federico",-9.5934,0.19383083,-0.2795595200711044,-1.6782554279293125,19,8.679156,9.381183,https://dandiarchive.org/dandiset/000035,https://dandiarchive.s3.amazonaws.com/blobs/038/1be/0381be98-811c-4d5b-b081-b55bf974a24f,https://api.dandiarchive.org/api/dandisets/000035/versions/draft/assets/8c8241c0-2606-450a-9e7e-5fd6e3fb3727/
9774,001455/sub-737382236/sub-737382236_ses-742014370_icephys.nwb,2.1585507170720124,1.267888440495644,-57.91594696044922,0.0342610999941825,-74.08125305175781,70.0,0.1910714285714285,-26.10624885559082,42.23750305175781,192.88990761490948,-39.30930971956363,4.906977736088589,0.2148438480481216,-32.20000076293945,-26.10624885559082,42.23750305175781,192.88990761490948,-39.30930971956363,4.906977736088589,0.0016400000000016,-32.20000076293945,1.0,0.3739000000006924,70.0,14.3589779548021,PLACEHOLDER,[ 7 10 11 12 13],1455,2025-05-19 20:24:54.933170+00:00,House mouse,001455/sub-737382236/sub-737382236_ses-742014370_icephys.nwb,001455/001455/sub-737382236/sub-737382236_ses-742014370_icephys.nwb,1455,58.0,737382236,742014370,visual cortex,House mouse,sub-737382236/sub-737382236_ses-742014370_icephys.nwb,"Gonzalez, Limary",15.699326,3.9184806,-1.390146803409276,3.903865285301597,12,14.546912,6.2907286,https://dandiarchive.org/dandiset/001455,https://dandiarchive.s3.amazonaws.com/blobs/949/70b/94970bcc-b750-49ba-90ba-9037d616edde,https://api.dandiarchive.org/api/dandisets/001455/versions/draft/assets/68171f25-190e-42e9-a491-9c48980937b0/
6134,000109/sub-832340431/sub-832340431_ses-832712668_icephys.nwb,2.480659334138742,1.2754263914426616,-63.05395126342773,0.3173606395721435,-99.68125915527344,29.0,0.3529411711288777,-39.76875305175781,45.70624923706055,385.6427243265271,-116.40953131763344,3.3128105573612148,-0.09691001300762214,-55.00625228881836,-37.39125061035156,42.25,315.3347645309627,-98.3137855849033,3.202388209041588,0.0009039999999977,-53.53375244140625,5.000000000011653,0.0792000000000792,29.0,2.1428576205270584,PLACEHOLDER,[ 7  9 10 11],109,2021-06-08 00:45:52.383457+00:00,Human,000109/sub-832340431/sub-832340431_ses-832712668_icephys.nwb,000109/000109/sub-832340431/sub-832340431_ses-832712668_icephys.nwb,109,0.0,832340431,832712668,neocortex,Human,sub-832340431/sub-832340431_ses-832712668_icephys.nwb,"Chartrand, Thomas",8.484523,-5.6907206,0.6926994456933179,-0.4867935885485135,18,9.591378,1.210506,https://dandiarchive.org/dandiset/000109,https://dandiarchive.s3.amazonaws.com/blobs/ea2/781/ea278178-339c-4036-a6d2-26f3da197900,https://api.dandiarchive.org/api/dandisets/000109/versions/draft/assets/a33a1314-d4fa-4c5d-bd0b-5d60665c5df1/
7069,000142/sub-977091139/sub-977091139_ses-977133664_icephys.nwb,2.4049404966749988,1.2832980435800254,-68.69473266601562,0.0943141505122184,-97.0,39.0,0.0708388993886671,-34.500003814697266,46.42499923706055,286.1962081473713,-99.44982930958572,2.8777948653531333,-0.07572071393770473,-44.21875381469727,-33.415626525878906,45.82500076293945,267.05881872691253,-86.5853624625641,3.120384256977876,0.0009500000000009,-43.58125305175781,2.000000000004661,0.1206000000001206,39.0,27.20940141529341,PLACEHOLDER,[ 5 13 16 17 18 20],142,2021-09-23 23:50:31.083146+00:00,Human,000142/sub-977091139/sub-977091139_ses-977133664_icephys.nwb,000142/000142/sub-977091139/sub-977091139_ses-977133664_icephys.nwb,142,0.0,977091139,977133664,neocortex,Human,sub-977091139/sub-977091139_ses-977133664_icephys.nwb,"Kalmbach, Brian",17.76173,9.918114,-0.5656601723632889,0.8809890736904472,17,12.50448,4.2264485,https://dandiarchive.org/dandiset/000142,https://dandiarchive.s3.amazonaws.com/blobs/89c/a62/89ca6255-0679-4c40-a821-407900dcf320,https://api.dandiarchive.org/api/dandisets/000142/versions/draft/assets/9c002b4f-536c-4560-be6f-a6b58f15b63a/
6325,000109/sub-797676582/sub-797676582_ses-797953286_icephys.nwb,2.218652807276165,1.1065587829453662,-72.50827026367188,0.0445262007415294,-92.79999542236328,69.0,0.2431818257309866,-45.01875305175781,31.68750190734864,308.36387206011125,-146.21270667594405,2.1090087111481224,-0.18045606445773651,-64.7562484741211,-44.726558685302734,31.70312690734864,305.624453853655,-146.1091092732058,2.0920933374087265,0.0006749999999987,-64.75625610351562,4.000000000009322,0.093060000000093,69.0,-2.3394024547713475,PLACEHOLDER,[ 6  8 11 12 13],109,2021-06-08 00:45:52.383457+00:00,Human,000109/sub-797676582/sub-797676582_ses-797953286_icephys.nwb,000109/000109/sub-797676582/sub-797676582_ses-797953286_icephys.nwb,109,0.0,797676582,797953286,neocortex,Human,sub-797676582/sub-797676582_ses-797953286_icephys.nwb,"Chartrand, Thomas",-3.4843369,-1.5414984,0.504283893878973,-2.0359797440545737,5,6.946849,6.8801007,https://dandiarchive.org/dandiset/000109,https://dandiarchive.s3.amazonaws.com/blobs/184/a13/184a13d3-ab75-4bfd-80c5-83348cd3fdce,https://api.dandiarchive.org/api/dandisets/000109/versions/draft/assets/3d230d02-5514-4500-b3d8-771dde17f669/
5668,000023/sub-758233315/sub-758233315_ses-758303261_icephys.nwb,1.9819885742775198,1.1490643538874439,-72.95741271972656,0.0279827043414115,-81.76875305175781,110.0,0.2300000045624885,-29.90625,61.20000457763672,331.3158255118232,-105.34536548432332,3.1450441506240447,-0.03621217265401988,-42.78749847412109,-30.384376525878903,60.975006103515625,327.66007368839314,-103.46104312446278,3.167396961142522,0.0009299999999983,-42.72187423706055,2.000000000004661,0.2507000000002507,110.0,22.074074074074563,PLACEHOLDER,[3 5 6 7],23,2020-05-26 19:01:32.401000+00:00,Human,000023/sub-758233315/sub-758233315_ses-758303261_icephys.nwb,000023/000023/sub-758233315/sub-758233315_ses-758303261_icephys.nwb,23,0.0,758233315,758303261,neocortex,Human,sub-758233315/sub-758233315_ses-758303261_icephys.nwb,"Kalmbach, Brian",17.658842,12.523446,-0.8989850688845675,1.4169229961280525,13,12.890902,2.8472807,https://dandiarchive.org/dandiset/000023,https://dandiarchive.s3.amazonaws.com/blobs/e9a/049/e9a049b0-de33-4949-a376-75a49f2fda3c,https://api.dandiarchive.org/api/dandisets/000023/versions/draft/assets/e9b7a539-6851-4e66-b2d9-da72be7721a8/
6559,000142/sub-879881396/sub-879881396_ses-886447116_icephys.nwb,2.17631741131746,1.4400738971151301,-58.69439315795898,0.2724741995334625,-74.51874542236328,50.0,0.0129083246129139,-27.231250762939453,42.900001525878906,418.44233234128217,-222.54902567476464,1.88022540684046,-0.3372421683180483,-52.08125305175781,-27.231250762939453,42.900001525878906,418.44233234128217,-222.54902567476464,1.88022540684046,0.0004600000000004,-52.08125305175781,1.0000000000023306,0.3639000000003639,50.0,56.69128073273708,PLACEHOLDER,[ 6  7 21 ... 31 32 33],142,2021-09-23 23:50:31.083146+00:00,Human,000142/sub-879881396/sub-879881396_ses-886447116_icephys.nwb,000142/000142/sub-879881396/sub-879881396_ses-886447116_icephys.nwb,142,0.0,879881396,886447116,neocortex,Human,sub-879881396/sub-879881396_ses-886447116_icephys.nwb,"Kalmbach, Brian",5.477441,22.567179,-1.570654408159673,-0.2330053491676775,12,16.426893,5.9057155,https://dandiarchive.org/dandiset/000142,https://dandiarchive.s3.amazonaws.com/blobs/7a3/274/7a327457-31ba-4812-afd9-7b4bbddc3482,https://api.dandiarchive.org/api/dandisets/000142/versions/draft/assets/888a10c8-6598-4d96-9f3a-d220ff523f9d/
3232,000020/sub-746220153/sub-746220153_ses-750798352_icephys.nwb,2.405208101919134,1.2686453725668196,-55.5930061340332,0.1108368411660194,-74.71250915527344,100.0,0.3100000145967905,-18.337501525878903,44.61874771118164,286.93212508606445,-138.87022183052858,2.0661890022486205,-0.1938200260157056,-38.38750457763672,-18.337501525878903,44.61874771118164,286.93212508606445,-138.87022183052858,2.0661890022486205,0.0006400000000006,-38.38750457763672,1.0000000000023306,0.0831800000000831,100.0,36.19047619049271,PLACEHOLDER,[3 5 6 7],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-746220153/sub-746220153_ses-750798352_icephys.nwb,000020/000020/sub-746220153/sub-746220153_ses-750798352_icephys.nwb,20,57.0,746220153,750798352,visual cortex,House mouse,sub-746220153/sub-746220153_ses-750798352_icephys.nwb,"Gouwens, Nathan",12.335325,8.152078,-1.0194630276135608,1.494475183065153,11,14.339183,-0.48285788,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/ea1/cf0/ea1cf0a8-e411-46e9-b06a-3bdccf47352f,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/d3d22b40-29d9-4eda-b287-75d61d369b82/
2386,000020/sub-809076486/sub-809076486_ses-813380167_icephys.nwb,2.4533955334657978,1.2214449935090446,-62.37102890014648,0.0272684600204229,-101.03750610351562,19.0,0.3219330692600385,-32.36250305175781,25.38749885559082,172.88729421304862,-58.60276172159994,2.9501560870863432,0.08635983067517537,-49.85625457763672,-32.36250305175781,25.38749885559082,172.88729421304862,-58.60276172159994,2.9501560870863432,0.0012200000000012,-49.85625457763672,1.0000000000023306,0.2469400000002469,19.0,5.952579808273997,PLACEHOLDER,[ 7 10 11 13 14],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-809076486/sub-809076486_ses-813380167_icephys.nwb,000020/000020/sub-809076486/sub-809076486_ses-813380167_icephys.nwb,20,60.0,809076486,813380167,visual cortex,House mouse,sub-809076486/sub-809076486_ses-813380167_icephys.nwb,"Gouwens, Nathan",10.978276,2.0876365,-0.959325407471318,1.3999381137083378,12,14.840295,5.5806923,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/1c8/dc8/1c8dc80c-b192-4c93-88f5-7c7e890e4735,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/36222911-ff89-4111-9c18-8806290c0be5/
653,000008/sub-mouse-ONCAE/sub-mouse-ONCAE_ses-20180403-sample-5_slice-20180403-slice-5_cell-20180403-sample-5_icephys.nwb,2.251727498864216,1.4087668075906568,-64.50930824072302,0.0987485633169625,-94.47987377643584,120.0,-0.002114164904862,-30.811598524451256,44.65851932764053,145.9858285204984,-44.35501161713847,3.291304030773616,0.21484384804783027,-35.92749685049057,-30.811598524451256,44.65851932764053,145.9858285204984,-44.35501161713847,3.291304030773616,0.0016400000000005,-35.92749685049057,1.6666666666662768,0.0925600000000196,120.0,1115.6756756756752,no description,[15 16 17 ... 56 57 58],8,2020-03-17 18:20:55.694000+00:00,House mouse,000008/sub-mouse-ONCAE/sub-mouse-ONCAE_ses-20180403-sample-5_slice-20180403-slice-5_cell-20180403-sample-5_icephys.nwb,000008/000008/sub-mouse-ONCAE/sub-mouse-ONCAE_ses-20180403-sample-5_slice-20180403-slice-5_cell-20180403-sample-5_icephys.nwb,8,130.0,mouse_ONCAE,20180403_sample_5,motor cortex,House mouse,sub-mouse-ONCAE/sub-mouse-ONCAE_ses-20180403-sample-5_slice-20180403-slice-5_cell-20180403-sample-5_icephys.nwb,"Scala, Federico",19.65701,0.873943,-0.639105752393787,2.900629434596836,19,7.8005934,11.682418,https://dandiarchive.org/dandiset/000008,https://dandiarchive.s3.amazonaws.com/blobs/5d3/445/5d344558-1059-44e8-a07a-4fc7c3eee758,https://api.dandiarchive.org/api/dandisets/000008/versions/draft/assets/6ce4aa79-daa4-4755-8f42-3ef61d2c6b03/
1304,000008/sub-mouse-APLSV/sub-mouse-APLSV_ses-20180817-sample-2_slice-20180817-slice-2_cell-20180817-sample-2_icephys.nwb,2.0545966371098094,0.8832042725830413,-72.06682153321518,0.1025295942908722,-89.77876603603363,220.0,0.1243765828949641,-30.074510723352432,23.81874248385429,178.852800733786,-169.92567077700795,1.0525354992918818,-0.2218487496165735,-50.938062369823456,-30.053659342229366,23.84311612695456,177.62740854471792,-168.9097363869656,1.0516332710241938,0.0006200000000001,-50.7751889526844,6.666666666665107,0.1760400000000271,220.0,-28.641244874502224,no description,[20 21 22 ... 76 77 78],8,2020-03-17 18:20:55.694000+00:00,House mouse,000008/sub-mouse-APLSV/sub-mouse-APLSV_ses-20180817-sample-2_slice-20180817-slice-2_cell-20180817-sample-2_icephys.nwb,000008/000008/sub-mouse-APLSV/sub-mouse-APLSV_ses-20180817-sample-2_slice-20180817-slice-2_cell-20180817-sample-2_icephys.nwb,8,49.0,mouse_APLSV,20180817_sample_2,motor cortex,House mouse,sub-mouse-APLSV/sub-mouse-APLSV_ses-20180817-sample-2_slice-20180817-slice-2_cell-20180817-sample-2_icephys.nwb,"Scala, Federico",1.8227298,-15.215758,1.5319238215957096,-0.0051890042203543,5,11.175619,8.108018,https://dandiarchive.org/dandiset/000008,https://dandiarchive.s3.amazonaws.com/blobs/933/9df/9339df7c-5cda-4635-9794-439cd775876c,https://api.dandiarchive.org/api/dandisets/000008/versions/draft/assets/81c060e5-717e-48c3-bd14-cdef3f5d6d10/
7819,000630/sub-832340431/sub-832340431_ses-832529152_icephys.nwb,2.368344955554858,1.187245636546315,-66.2830810546875,0.1124947145581245,-94.9499969482422,39.0,0.2673076830476341,-39.28749847412109,35.218753814697266,308.65339705371986,-99.07844526889671,3.115242636438645,-0.08618614761585962,-52.06875228881836,-37.72968673706055,35.3125,286.0309167349715,-90.19597024617956,3.17543483567996,0.0008949999999982,-51.42499923706055,4.000000000009322,0.0973400000000973,39.0,2.652375384615256,PLACEHOLDER,[ 5  7  8 10],630,2023-09-13 20:50:35.329036+00:00,Human,000630/sub-832340431/sub-832340431_ses-832529152_icephys.nwb,000630/000630/sub-832340431/sub-832340431_ses-832529152_icephys.nwb,630,0.0,832340431,832529152,neocortical L1,Human,sub-832340431/sub-832340431_ses-832529152_icephys.nwb,"Chartrand, Thomas",7.344787,-9.589543,0.3865836125046289,-0.2485415639689395,18,10.085072,1.2491412,https://dandiarchive.org/dandiset/000630,https://dandiarchive.s3.amazonaws.com/blobs/8af/179/8af1794f-f1bb-449c-b979-d9659184f1e7,https://api.dandiarchive.org/api/dandisets/000630/versions/draft/assets/e140f25f-9f14-4b50-99a8-fdaa79d9cae9/
8011,000636/sub-1000610030/sub-1000610030_ses-1002982816_icephys.nwb,2.0707301620845966,1.0055043453771324,-65.28838348388672,0.2860128879547119,-77.56875610351562,100.0,0.2579007438734642,-28.106250762939453,30.056251525878903,305.8584717701649,-161.29489809320754,1.896268731286332,-0.2839966563647833,-50.400001525878906,-28.106250762939453,30.056251525878903,305.8584717701649,-161.29489809320754,1.896268731286332,0.0005200000000005,-50.400001525878906,1.0000000000023306,0.0721000000000721,100.0,61.10721646656125,PLACEHOLDER,[ 5  6  8 ... 17 18 20],636,2023-09-15 22:22:19.423708+00:00,Human,000636/sub-1000610030/sub-1000610030_ses-1002982816_icephys.nwb,000636/000636/sub-1000610030/sub-1000610030_ses-1002982816_icephys.nwb,636,0.0,1000610030,1002982816,neocortex,Human,sub-1000610030/sub-1000610030_ses-1002982816_icephys.nwb,"Lee, Brian",-7.4250145,18.4912,-0.8981268397323567,-0.9028247626899109,12,17.684963,5.0457616,https://dandiarchive.org/dandiset/000636,https://dandiarchive.s3.amazonaws.com/blobs/298/1e2/2981e2f2-73bc-41e4-9332-0f5003c9a929,https://api.dandiarchive.org/api/dandisets/000636/versions/draft/assets/f56421f3-3b9f-4429-aaeb-1ead72df4048/
5263,000020/sub-648085025/sub-648085025_ses-648609489_icephys.nwb,2.2024202963726487,1.273572524565387,-67.61907958984375,0.1444638222455978,-86.68750762939453,100.0,0.3333333349076435,-36.53125,30.53125190734864,335.19772955859514,-167.6629185255578,1.9992359223276848,-0.2839966563672053,-53.40625381469727,-33.36805725097656,29.47222137451172,303.1224727944053,-160.07013665897978,1.892591025588405,0.0005488888888863,-52.48263931274414,9.00000000003896,0.0607599999997234,100.0,-1.7249417249417245,PLACEHOLDER,[ 6  9 13],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-648085025/sub-648085025_ses-648609489_icephys.nwb,000020/000020/sub-648085025/sub-648085025_ses-648609489_icephys.nwb,20,48.0,648085025,648609489,visual cortex,House mouse,sub-648085025/sub-648085025_ses-648609489_icephys.nwb,"Gouwens, Nathan",5.0420237,-14.49423,2.495644239379061,-0.9552063157351722,14,7.491532,4.7918105,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/970/bde/970bded3-9f0a-4f07-b815-fdf12bf4a32e,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/4cba5638-2510-4b39-ac8f-2975615eae02/
4213,000020/sub-705968886/sub-705968886_ses-708791985_icephys.nwb,2.1778971640777183,1.0611008221891503,-69.60414123535156,0.0238617360591888,-86.37500762939453,129.0,0.1034360183750333,-43.65625381469727,18.78125,350.35701103892984,-162.5038017513226,2.155992704558854,-0.30102999566597893,-56.53125381469727,-43.65625381469727,18.78125,350.35701103892984,-162.5038017513226,2.155992704558854,0.0004999999999977,-56.53125381469727,1.000000000004329,0.0385799999998244,129.0,63.66666666666912,PLACEHOLDER,[ 5  6  7  8 10],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-705968886/sub-705968886_ses-708791985_icephys.nwb,000020/000020/sub-705968886/sub-705968886_ses-708791985_icephys.nwb,20,60.0,705968886,708791985,visual cortex,House mouse,sub-705968886/sub-705968886_ses-708791985_icephys.nwb,"Gouwens, Nathan",-9.0796585,4.2849746,-0.6683284761061717,-2.463655767252363,11,13.814944,-4.230893,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/ed8/cdd/ed8cdd95-84da-47fb-8910-8296d647bfcf,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/c0f6eb19-9c55-4ed3-bc4d-01e498fba14f/
3423,000020/sub-740369870/sub-740369870_ses-742784473_icephys.nwb,2.3562353554959095,1.2145840385771083,-64.31756591796875,0.1147446557879448,-84.21875762939453,69.0,0.0947368444349966,-29.40625190734864,37.55000305175781,334.674710645454,-126.30048318901764,2.64982921834582,-0.20760831050132586,-40.74374771118164,-29.40625190734864,37.55000305175781,334.674710645454,-126.30048318901764,2.64982921834582,0.0006200000000006,-40.74374771118164,1.0000000000023306,0.115000000000115,69.0,-1.490019025846764,PLACEHOLDER,[ 6  9 10 11],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-740369870/sub-740369870_ses-742784473_icephys.nwb,000020/000020/sub-740369870/sub-740369870_ses-742784473_icephys.nwb,20,63.0,740369870,742784473,visual cortex,House mouse,sub-740369870/sub-740369870_ses-742784473_icephys.nwb,"Gouwens, Nathan",12.678255,9.46386,-1.020356473542913,0.363227727649697,11,14.625869,-1.0962149,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/e0e/28f/e0e28f8f-3451-43f5-abf0-bbd3b6bb7233,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/000f7ec3-27fb-4167-9b19-f246ed739aa6/
