,specimen_id,input_resistance,tau,v_baseline,sag_nearest_minus_100,sag_measured_at,rheobase_i,fi_linear_fit_slope,ap_1_threshold_v_0_long_square,ap_1_peak_v_0_long_square,ap_1_upstroke_0_long_square,ap_1_downstroke_0_long_square,ap_1_upstroke_downstroke_ratio_0_long_square,ap_1_width_0_long_square,ap_1_fast_trough_v_0_long_square,ap_mean_threshold_v_0_long_square,ap_mean_peak_v_0_long_square,ap_mean_upstroke_0_long_square,ap_mean_downstroke_0_long_square,ap_mean_upstroke_downstroke_ratio_0_long_square,ap_mean_width_0_long_square,ap_mean_fast_trough_v_0_long_square,avg_rate_0_long_square,latency_0_long_square,stimulus_amplitude_0_long_square,fi_sqrt_fit_Ic,stimulus_name,sweeps_used,dandiset label,created,species,specimen_id.1,id_full,dandiset_id,age,subject_id,cell_id,brain_region,species_meta,filepath,contributor,umap X,umap Y,pca X,pca Y,GMM cluster label,supervised umap X,supervised umap Y,dandiset_link,file_link,meta_data_link
4273,000020/sub-703285835/sub-703285835_ses-706159083_icephys.nwb,2.119647468727084,1.258551735049849,-73.04834747314453,0.0349105261266231,-88.5625,139.0,0.0934834110586056,-45.43750381469727,22.31250190734864,343.4289004203152,-143.2389071003036,2.397595090416514,-0.2518119729958159,-54.96875381469727,-45.43750381469727,22.31250190734864,343.4289004203152,-143.2389071003036,2.397595090416514,0.0005599999999974,-54.96875381469727,1.000000000004329,0.1095599999995013,139.0,22.295518526972536,PLACEHOLDER,[ 5  7  8  9 10],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-703285835/sub-703285835_ses-706159083_icephys.nwb,000020/000020/sub-703285835/sub-703285835_ses-706159083_icephys.nwb,20,60.0,703285835,706159083,visual cortex,House mouse,sub-703285835/sub-703285835_ses-706159083_icephys.nwb,"Gouwens, Nathan",-8.300654,4.439451,-0.8298117387795159,-1.9666200016459363,11,13.945255,-4.1034465,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/619/876/6198761c-3c6e-4ceb-bb25-2dd2b2cd2cb1,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/3a94bbf0-a6c6-48ab-8d0e-b71be1f192ec/
4138,000020/sub-710327154/sub-710327154_ses-712133902_icephys.nwb,2.1358284366814733,0.8339099053930591,-73.57516479492188,0.0610498450696468,-88.81250762939453,170.0,0.7964285638461225,-36.625,16.875,283.03599354079813,-201.81355978495264,1.4024627177796876,-0.3565473235158853,-55.65625381469727,-36.625,16.875,283.03599354079813,-201.81355978495264,1.4024627177796876,0.0004399999999979,-55.65625381469727,1.000000000004329,0.0218399999999006,170.0,147.95833310118144,PLACEHOLDER,[ 5  6  7  8  9 10],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-710327154/sub-710327154_ses-712133902_icephys.nwb,000020/000020/sub-710327154/sub-710327154_ses-712133902_icephys.nwb,20,53.0,710327154,712133902,visual cortex,House mouse,sub-710327154/sub-710327154_ses-712133902_icephys.nwb,"Gouwens, Nathan",-12.849168,0.66744703,-0.5725291045740306,-2.2553984264876483,11,12.600544,-3.823574,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/ea7/77c/ea777c13-5609-4f14-80dd-57573e8008fb,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/5bdc3ddc-f8d9-49ae-ab28-876849060fdf/
2221,000020/sub-822442500/sub-822442500_ses-824937470_icephys.nwb,1.9912263740515943,1.0865350464888066,-71.52214813232422,0.0445355325937271,-83.32499694824219,129.0,0.2420560547391113,-26.69375228881836,64.23749542236328,498.3464015707521,-93.00797660480372,5.358103893478457,-0.055517327849436596,-33.14375305175781,-26.19583320617676,63.74166870117188,489.5002409987812,-93.60684022598748,5.230157218446762,0.0008799999999976,-32.84791946411133,3.000000000006992,0.3267600000003268,129.0,7.500013956016519,PLACEHOLDER,[6 7 8 9],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-822442500/sub-822442500_ses-824937470_icephys.nwb,000020/000020/sub-822442500/sub-822442500_ses-824937470_icephys.nwb,20,57.0,822442500,824937470,visual cortex,House mouse,sub-822442500/sub-822442500_ses-824937470_icephys.nwb,"Gouwens, Nathan",16.108856,11.641494,-0.7789657822703346,1.6702596560819405,17,12.721697,4.994299,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/5a3/26d/5a326d15-2ab0-4666-b18e-9201a2578799,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/35850bc7-3517-4ddd-a86b-dd8eead9109f/
5641,000023/sub-768678784/sub-768678784_ses-768874978_icephys.nwb,2.0950603757246284,1.2413365992270138,-64.0189437866211,0.2525059580802917,-78.40625,100.0,0.1401869172953186,-35.73125076293945,47.53750228881836,382.893756853201,-109.16566686383584,3.507455849931195,-0.08618614761585962,-46.01875305175781,-35.73125076293945,47.53750228881836,382.893756853201,-109.16566686383584,3.507455849931195,0.0008200000000008,-46.01875305175781,1.0000000000023306,0.0795000000000795,100.0,13.058820464181364,PLACEHOLDER,[6 7 8 9],23,2020-05-26 19:01:32.401000+00:00,Human,000023/sub-768678784/sub-768678784_ses-768874978_icephys.nwb,000023/000023/sub-768678784/sub-768678784_ses-768874978_icephys.nwb,23,0.0,768678784,768874978,neocortex,Human,sub-768678784/sub-768678784_ses-768874978_icephys.nwb,"Kalmbach, Brian",14.20415,13.738087,-1.0846437740153294,-0.1301638059202827,12,15.508972,4.9822,https://dandiarchive.org/dandiset/000023,https://dandiarchive.s3.amazonaws.com/blobs/df4/78b/df478b19-efe6-44a5-af9b-1db7245dba6c,https://api.dandiarchive.org/api/dandisets/000023/versions/draft/assets/52668097-5478-478d-86e5-a58aafcfa87e/
8039,000636/sub-949398083/sub-949398083_ses-954223159_icephys.nwb,2.0536786577712083,0.9494316927867213,-65.04759216308594,0.4089178740978241,-77.23750305175781,119.0,0.4849999598720539,-28.325000762939453,22.80000114440918,261.9236604917108,-149.85174708618433,1.7478852638339308,-0.23657200643668833,-57.30000305175781,-28.325000762939453,22.80000114440918,261.9236604917108,-149.85174708618433,1.7478852638339308,0.0005800000000005,-57.30000305175781,1.0000000000023306,0.0759000000000759,119.0,12.380952292240137,PLACEHOLDER,[5 7 8 9],636,2023-09-15 22:22:19.423708+00:00,Human,000636/sub-949398083/sub-949398083_ses-954223159_icephys.nwb,000636/000636/sub-949398083/sub-949398083_ses-954223159_icephys.nwb,636,0.0,949398083,954223159,neocortex,Human,sub-949398083/sub-949398083_ses-954223159_icephys.nwb,"Lee, Brian",-5.3165336,18.26363,-0.8368126517318829,-1.2827288132566077,12,17.523046,4.738426,https://dandiarchive.org/dandiset/000636,https://dandiarchive.s3.amazonaws.com/blobs/8d0/725/8d0725dd-b5ed-46bb-aa2f-e2ef39be1b21,https://api.dandiarchive.org/api/dandisets/000636/versions/draft/assets/1b3fc040-ace8-405b-976b-86fe0f59478c/
6266,000109/sub-811677083/sub-811677083_ses-811963099_icephys.nwb,2.3598552639501427,1.352439426632313,-78.82505798339844,0.0981712862849235,-100.28125,50.0,0.2588709769473747,-43.0625,39.01874923706055,357.0567473048088,-124.19443559583976,2.874981842719284,-0.14266750356830932,-53.53749847412109,-43.0625,39.01874923706055,357.0567473048088,-124.19443559583976,2.874981842719284,0.0007200000000007,-53.53749847412109,1.0000000000023306,0.1061400000001061,50.0,14.674330046228429,PLACEHOLDER,[21 22 26 27 28],109,2021-06-08 00:45:52.383457+00:00,Human,000109/sub-811677083/sub-811677083_ses-811963099_icephys.nwb,000109/000109/sub-811677083/sub-811677083_ses-811963099_icephys.nwb,109,0.0,811677083,811963099,neocortex,Human,sub-811677083/sub-811677083_ses-811963099_icephys.nwb,"Chartrand, Thomas",-6.811131,5.965948,-0.941287509381501,-1.146426718500593,11,14.818074,-3.3171635,https://dandiarchive.org/dandiset/000109,https://dandiarchive.s3.amazonaws.com/blobs/513/96d/51396de1-2ab9-4aca-a313-4338bed44304,https://api.dandiarchive.org/api/dandisets/000109/versions/draft/assets/410bddf9-8694-48ba-b28e-63f481b28360/
7211,000209/sub-861697826/sub-861697826_ses-861737408_icephys.nwb,2.539448570081603,1.2870091311717817,-59.88131713867188,0.1995253562927246,-99.9437484741211,39.0,0.4099999844654723,-30.69375228881836,39.51250457763672,252.1087505966147,-99.4054171737299,2.536167120107817,-0.017728766960024425,-48.14999771118164,-30.69375228881836,39.51250457763672,252.1087505966147,-99.4054171737299,2.536167120107817,0.0009600000000009,-48.14999771118164,1.0000000000023306,0.0679600000000679,39.0,6.666666657724003,PLACEHOLDER,[ 9 11 12 13],209,2021-12-21 19:50:19.326743+00:00,Human,000209/sub-861697826/sub-861697826_ses-861737408_icephys.nwb,000209/000209/sub-861697826/sub-861697826_ses-861737408_icephys.nwb,209,0.0,861697826,861737408,neocortex,Human,sub-861697826/sub-861697826_ses-861737408_icephys.nwb,"Wakeman, Wayne",16.128435,5.485536,-0.8805610009704887,0.7336411608743673,11,14.62124,-1.045059,https://dandiarchive.org/dandiset/000209,https://dandiarchive.s3.amazonaws.com/blobs/b5a/8f6/b5a8f668-207a-42f6-b074-7aaa222c42e2,https://api.dandiarchive.org/api/dandisets/000209/versions/draft/assets/6b2d67c7-f6b6-4d1a-99a4-5303686b200b/
6738,000142/sub-1001372857/sub-1001372857_ses-1002456663_icephys.nwb,2.057380726487881,1.115305141991158,-65.06230926513672,0.1862550675868988,-79.02500915527344,170.0,0.135344816388042,-29.206249237060547,34.59375,281.8203007090187,-140.0005591906779,2.012994107581993,-0.16749108729338047,-54.337501525878906,-29.206249237060547,34.59375,281.8203007090187,-140.0005591906779,2.012994107581993,0.0006800000000006,-54.337501525878906,1.0000000000023306,0.0488200000000488,170.0,15.000015146703376,PLACEHOLDER,[ 5  6  8  9 10],142,2021-09-23 23:50:31.083146+00:00,Human,000142/sub-1001372857/sub-1001372857_ses-1002456663_icephys.nwb,000142/000142/sub-1001372857/sub-1001372857_ses-1002456663_icephys.nwb,142,0.0,1001372857,1002456663,neocortex,Human,sub-1001372857/sub-1001372857_ses-1002456663_icephys.nwb,"Kalmbach, Brian",-6.101217,19.204142,-0.8347633753559924,-0.6224467238930791,11,12.80001,-2.327151,https://dandiarchive.org/dandiset/000142,https://dandiarchive.s3.amazonaws.com/blobs/ec1/44a/ec144a74-cc25-41ec-a143-7229629a9d91,https://api.dandiarchive.org/api/dandisets/000142/versions/draft/assets/a63ddfcc-bd2b-40bf-ab34-51a18393dd52/
1864,000020/sub-853715112/sub-853715112_ses-859033944_icephys.nwb,2.2565732234761047,1.1056211994871556,-59.992801666259766,0.0701273009181022,-80.00000762939453,100.0,0.3500000092056001,-32.07500457763672,24.587501525878903,267.47835811253907,-110.07276155272191,2.430014059240478,-0.23657200643668833,-37.27499771118164,-30.69062805175781,25.268749237060547,260.2659470500099,-104.65495560390292,2.490001005500304,0.0006200000000006,-36.59999847412109,2.000000000004661,0.0568800000000568,100.0,15.494254270259322,PLACEHOLDER,[ 7  9 10 11],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-853715112/sub-853715112_ses-859033944_icephys.nwb,000020/000020/sub-853715112/sub-853715112_ses-859033944_icephys.nwb,20,70.0,853715112,859033944,visual cortex,House mouse,sub-853715112/sub-853715112_ses-859033944_icephys.nwb,"Gouwens, Nathan",10.489203,5.388335,-0.3750464088513892,0.4056530442808842,18,11.123146,0.5034164,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/968/464/96846403-1263-4216-96b5-5212fbfd3d50,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/b71a8c2c-13a8-4354-8d74-a9d7b301f4b4/
10447,001626/sub-1452803736/sub-1452803736_ses-1454120032_icephys.nwb,2.0027060580170812,0.9988256475840045,-77.24794006347656,0.0464461110532283,-95.62500762939452,70.0,0.018679531053997,-38.6875,49.125,351.5480051128296,-74.54609604767418,4.715847291158017,0.049218022670608104,-39.28125381469727,-38.453125,48.671875,329.80126144801943,-68.8034946620025,4.800439932442597,0.0012099999999976,-39.65625,2.0,0.2022200000004806,70.0,-379.4276212606844,PLACEHOLDER,[ 9 12 13 ... 20 21 22],1626,2025-10-13 14:10:59.421131+00:00,Macaca mulatta - Rhesus monkey,001626/sub-1452803736/sub-1452803736_ses-1454120032_icephys.nwb,001626/001626/sub-1452803736/sub-1452803736_ses-1454120032_icephys.nwb,1626,0.0,1452803736,1454120032,unknown,Macaca mulatta - Rhesus monkey,sub-1452803736/sub-1452803736_ses-1454120032_icephys.nwb,"Gonzalez, Limary",22.45559,17.875294,-0.7406098713747685,1.0195428280657,17,12.379854,5.168016,https://dandiarchive.org/dandiset/001626,https://dandiarchive.s3.amazonaws.com/blobs/22d/b96/22db9604-17ef-42be-ad18-f7187f340d5a,https://api.dandiarchive.org/api/dandisets/001626/versions/draft/assets/208ed3bb-8131-42c4-a4a9-498b1de2f2ac/
648,000008/sub-mouse-OOATG/sub-mouse-OOATG_ses-20190910-sample-1_slice-20190910-slice-1_cell-20190910-sample-1_icephys.nwb,2.459637788417993,1.2744444450770465,-61.03651293137029,0.107209125235195,-101.71213746070862,100.0,-0.0415250415250318,-30.56515008211136,45.9485687315464,150.29924127910337,-38.78999633217862,3.8746907834693753,0.25527250510342675,-36.86722368001938,-29.54063424840569,44.71256770193577,140.61184464639257,-32.90306490036501,4.314527501987012,0.0020600000000003,-37.84600645303726,6.666666666665107,0.0733600000000137,100.0,476.9942156727722,no description,[14 15 16 ... 40 41 44],8,2020-03-17 18:20:55.694000+00:00,House mouse,000008/sub-mouse-OOATG/sub-mouse-OOATG_ses-20190910-sample-1_slice-20190910-slice-1_cell-20190910-sample-1_icephys.nwb,000008/000008/sub-mouse-OOATG/sub-mouse-OOATG_ses-20190910-sample-1_slice-20190910-slice-1_cell-20190910-sample-1_icephys.nwb,8,51.0,mouse_OOATG,20190910_sample_1,motor cortex,House mouse,sub-mouse-OOATG/sub-mouse-OOATG_ses-20190910-sample-1_slice-20190910-slice-1_cell-20190910-sample-1_icephys.nwb,"Scala, Federico",17.250551,-3.3078086,1.5088284685931854,3.2250833733375157,8,5.3751245,10.875302,https://dandiarchive.org/dandiset/000008,https://dandiarchive.s3.amazonaws.com/blobs/8af/314/8af314fa-5f82-4058-a92f-111ee0fd3424,https://api.dandiarchive.org/api/dandisets/000008/versions/draft/assets/4419bbb4-0fb9-45ef-b319-147e13643113/
5248,000020/sub-648087036/sub-648087036_ses-649382297_icephys.nwb,2.091446710392254,0.8897370509923986,-60.61550521850586,0.0178748648613691,-84.40625762939453,149.0,0.3374999720765882,-21.78125,28.78125190734864,250.5127952843684,-76.37977503654915,3.279831541327443,-0.05551732785185476,-37.53125381469727,-21.25,28.95312690734864,241.7410592405688,-73.18371265050335,3.304275999335951,0.0009099999999958,-38.01562881469727,2.000000000008658,0.1731599999992119,149.0,9.91666666666688,PLACEHOLDER,[5 7 8],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-648087036/sub-648087036_ses-649382297_icephys.nwb,000020/000020/sub-648087036/sub-648087036_ses-649382297_icephys.nwb,20,50.0,648087036,649382297,visual cortex,House mouse,sub-648087036/sub-648087036_ses-649382297_icephys.nwb,"Gouwens, Nathan",13.0865,3.1893854,-0.5663685654340593,1.70751582091653,3,11.735409,2.4079576,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/36f/308/36f30859-1a66-403a-882e-472876aa279f,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/50159779-ca0a-4da8-9520-a316c7168fd0/
3581,000020/sub-737379049/sub-737379049_ses-740109868_icephys.nwb,2.2049677993802916,1.2381963377835135,-73.79654693603516,0.1275525540113449,-85.1500015258789,110.0,0.0931818237334528,-42.84375,18.087501525878903,376.27160100880616,-250.00257270105888,1.5050709156450712,-0.42021640338284694,-60.36250305175781,-42.84375,18.087501525878903,376.27160100880616,-250.00257270105888,1.5050709156450712,0.0003800000000003,-60.36250305175781,1.0000000000023306,0.1037600000001037,110.0,30.30303030309989,PLACEHOLDER,[ 4  7  8 10],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-737379049/sub-737379049_ses-740109868_icephys.nwb,000020/000020/sub-737379049/sub-737379049_ses-740109868_icephys.nwb,20,57.0,737379049,740109868,visual cortex,House mouse,sub-737379049/sub-737379049_ses-740109868_icephys.nwb,"Gouwens, Nathan",-8.972635,5.1843333,-0.8288686603508149,-3.024868889834369,11,13.623117,-4.4210086,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/0ab/038/0ab0384e-68ec-470b-9573-d545f306d227,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/71547064-3145-4100-a030-8e541cbf711f/
2708,000020/sub-775275416/sub-775275416_ses-780025930_icephys.nwb,2.456366120349074,1.3034324784940696,-72.12104034423828,0.0633092820644378,-101.90625762939452,59.0,0.4846153972794828,-32.962501525878906,44.212501525878906,449.7567227609083,-122.43603041115574,3.673401704143528,-0.16749108729338047,-45.97499847412109,-32.546875,43.28437805175781,431.7147206157323,-115.11050407124166,3.7556728979801743,0.0007000000000007,-45.72499847412109,2.000000000004661,0.1378000000001378,59.0,12.949815344816946,PLACEHOLDER,[ 5  7  9 10],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-775275416/sub-775275416_ses-780025930_icephys.nwb,000020/000020/sub-775275416/sub-775275416_ses-780025930_icephys.nwb,20,57.0,775275416,780025930,visual cortex,House mouse,sub-775275416/sub-775275416_ses-780025930_icephys.nwb,"Gouwens, Nathan",9.938373,12.953646,-0.7164682504043632,-0.2038685104577357,18,10.459207,0.07141398,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/9df/865/9df865e6-8315-4f38-8230-86cd77c63d3f,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/a9204dc7-3fac-406f-be3d-ac01a6ec94fc/
1745,000020/sub-859736439/sub-859736439_ses-865560991_icephys.nwb,2.1287226737776135,1.316256135696805,-65.69469451904297,0.1308651119470596,-81.67500305175781,119.0,0.1149999904851262,-36.59375,13.125000953674316,253.0435718490544,-135.49685253181954,1.867523614909288,-0.2676062401766293,-49.681251525878906,-36.59375,13.125000953674316,253.0435718490544,-135.49685253181954,1.867523614909288,0.0005400000000005,-49.681251525878906,1.0000000000023306,0.1315000000001315,119.0,10.153397124649455,PLACEHOLDER,[5 7 8 9],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-859736439/sub-859736439_ses-865560991_icephys.nwb,000020/000020/sub-859736439/sub-859736439_ses-865560991_icephys.nwb,20,57.0,859736439,865560991,visual cortex,House mouse,sub-859736439/sub-859736439_ses-865560991_icephys.nwb,"Gouwens, Nathan",0.82497835,3.7542996,-0.8394991685926624,-0.912972846384863,11,13.440354,-2.6117558,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/519/cfa/519cfaab-e197-4a3a-a35a-f4aef8041b1c,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/57f2f8f0-e4e0-4be4-b033-053ce994d4fb/
5843,000023/sub-591270122/sub-591270122_ses-591442353_icephys.nwb,2.2684535677184825,1.522586381949293,-69.94062042236328,0.0285071358084678,-91.40625762939452,59.0,0.0909511763771287,-40.06250381469727,47.3125,315.9600194804047,-110.57039597325262,2.8575462419148483,-0.08618614761829589,-47.15625381469727,-38.80208587646485,47.21875,301.2075946996168,-108.71202500433505,2.769929817937326,0.0008333333333295,-46.75,3.000000000012987,0.1571599999992847,59.0,58.5533976874592,PLACEHOLDER,[ 5 22  7 ... 26 27 33],23,2020-05-26 19:01:32.401000+00:00,Human,000023/sub-591270122/sub-591270122_ses-591442353_icephys.nwb,000023/000023/sub-591270122/sub-591270122_ses-591442353_icephys.nwb,23,0.0,591270122,591442353,neocortex,Human,sub-591270122/sub-591270122_ses-591442353_icephys.nwb,"Kalmbach, Brian",19.286194,15.729466,-0.2388005737754907,0.4339083429257601,13,12.872566,2.1690445,https://dandiarchive.org/dandiset/000023,https://dandiarchive.s3.amazonaws.com/blobs/f77/172/f77172b0-6008-4332-9f3f-5bb41065b922,https://api.dandiarchive.org/api/dandisets/000023/versions/draft/assets/45be3210-3935-4182-b469-b8400bc15f3a/
7578,000570/sub-849052252/sub-849052252_ses-851708174_icephys.nwb,2.4380208969461137,1.2249131569553882,-50.42652893066406,0.2006041407585144,-80.79375457763672,39.0,0.4364661714125237,-19.58125114440918,25.22500228881836,150.6216250307982,-116.6990232465489,1.290684539086341,-0.07572071393770473,-49.712501525878906,-20.68571281433105,28.97187614440918,185.19170460908728,-126.76101652126827,1.4589268918227238,0.0007685714285697,-49.545536041259766,14.000000000032628,0.0528000000000528,39.0,28.976208021913447,PLACEHOLDER,[ 6 12 13 14 15],570,2023-06-29 20:25:43.159623+00:00,Human,000570/sub-849052252/sub-849052252_ses-851708174_icephys.nwb,000570/000570/sub-849052252/sub-849052252_ses-851708174_icephys.nwb,570,0.0,849052252,851708174,unknown,Human,sub-849052252/sub-849052252_ses-851708174_icephys.nwb,"Mei, Nicholas",8.444082,-16.405895,4.641185879099661,1.4580275926440671,15,5.763485,6.4152184,https://dandiarchive.org/dandiset/000570,https://dandiarchive.s3.amazonaws.com/blobs/6ac/7dd/6ac7dd0a-f0ba-4b41-b080-402d494a0a3c,https://api.dandiarchive.org/api/dandisets/000570/versions/draft/assets/5234bc59-998d-4349-afc0-c4731cce6478/
6259,000109/sub-813481439/sub-813481439_ses-813720816_icephys.nwb,2.2337496470598475,1.3613111386753507,-67.85224914550781,0.1213503703474998,-88.00000762939453,59.0,0.1800000052299438,-40.30624771118164,51.81875228881836,407.3409802890432,-102.53193858689484,3.972820429449168,-0.055517327849436596,-54.51875305175781,-40.30624771118164,51.81875228881836,407.3409802890432,-102.53193858689484,3.972820429449168,0.0008800000000008,-54.51875305175781,1.0000000000023306,0.1133000000001133,59.0,6.666670342510496,PLACEHOLDER,[10 12 13 14],109,2021-06-08 00:45:52.383457+00:00,Human,000109/sub-813481439/sub-813481439_ses-813720816_icephys.nwb,000109/000109/sub-813481439/sub-813481439_ses-813720816_icephys.nwb,109,0.0,813481439,813720816,neocortex,Human,sub-813481439/sub-813481439_ses-813720816_icephys.nwb,"Chartrand, Thomas",16.291605,16.71573,-1.092747512813824,-0.6428761172349559,11,15.740981,-2.153115,https://dandiarchive.org/dandiset/000109,https://dandiarchive.s3.amazonaws.com/blobs/6eb/42f/6eb42ff6-5c3f-430e-8602-98f0e22ef104,https://api.dandiarchive.org/api/dandisets/000109/versions/draft/assets/e1f37401-ec94-42d5-ab16-96cc3508af02/
1081,000008/sub-mouse-EIXCQ/sub-mouse-EIXCQ_ses-20190131-sample-5_slice-20190131-slice-7_cell-20190131-sample-5_icephys.nwb,2.3936900383750443,1.12588456807864,-44.1520058882576,0.0682699642257403,-87.39874511957169,60.0,-0.10164751110754,-29.008612036705017,44.84345763921738,183.79870579575555,-171.68340514661543,1.0705676861359652,-0.11918640771926581,-45.8466112613678,-27.50074511600865,36.450029247336914,156.04524625317313,-164.5099998297647,1.0452763636857576,0.0007600000000001,-45.12582020834088,14.999999999996492,0.0167599999999993,60.0,1136.0137037022462,no description,[12 13 14 ... 76 77 78],8,2020-03-17 18:20:55.694000+00:00,House mouse,000008/sub-mouse-EIXCQ/sub-mouse-EIXCQ_ses-20190131-sample-5_slice-20190131-slice-7_cell-20190131-sample-5_icephys.nwb,000008/000008/sub-mouse-EIXCQ/sub-mouse-EIXCQ_ses-20190131-sample-5_slice-20190131-slice-7_cell-20190131-sample-5_icephys.nwb,8,71.0,mouse_EIXCQ,20190131_sample_5,motor cortex,House mouse,sub-mouse-EIXCQ/sub-mouse-EIXCQ_ses-20190131-sample-5_slice-20190131-slice-7_cell-20190131-sample-5_icephys.nwb,"Scala, Federico",8.916402,-16.212523,5.139978601596703,1.5543502502637012,2,5.707897,6.700655,https://dandiarchive.org/dandiset/000008,https://dandiarchive.s3.amazonaws.com/blobs/267/80a/26780a6a-854a-4a81-9e7a-a5432b6fc783,https://api.dandiarchive.org/api/dandisets/000008/versions/draft/assets/47024996-a967-4e10-bd39-600b67500caa/
2957,000020/sub-758112430/sub-758112430_ses-759761347_icephys.nwb,2.3785118065623223,1.2181137056799456,-77.42060852050781,0.0742479488253593,-97.7687530517578,59.0,0.1300000006932287,-40.993751525878906,23.49374961853028,316.2396014157731,-76.25343811626915,4.147217610484391,-0.10790539730912989,-45.30000305175781,-40.993751525878906,23.49374961853028,316.2396014157731,-76.25343811626915,4.147217610484391,0.0007800000000007,-45.30000305175781,1.0000000000023306,0.0815400000000815,59.0,15.000023472317013,PLACEHOLDER,[3 5 6 7],20,2020-04-30 00:53:01.664000+00:00,House mouse,000020/sub-758112430/sub-758112430_ses-759761347_icephys.nwb,000020/000020/sub-758112430/sub-758112430_ses-759761347_icephys.nwb,20,52.0,758112430,759761347,visual cortex,House mouse,sub-758112430/sub-758112430_ses-759761347_icephys.nwb,"Gouwens, Nathan",3.9840498,4.476407,-0.811435930990623,-0.6083113797049922,11,14.676668,-2.1580272,https://dandiarchive.org/dandiset/000020,https://dandiarchive.s3.amazonaws.com/blobs/303/dbd/303dbdb7-6c32-4945-b9a8-4633a555691d,https://api.dandiarchive.org/api/dandisets/000020/versions/draft/assets/e193f59f-2717-4330-856e-188df049a1ec/
1073,000008/sub-mouse-ELCAA/sub-mouse-ELCAA_ses-20190117-sample-5_slice-20190117-slice-5_cell-20190117-sample-5_icephys.nwb,2.4333509735171615,1.35612776212101,-75.17229278728932,0.1809743431318966,-102.26856172084808,60.0,-0.0172799106073868,-50.27168616652489,25.980334728956223,194.08395166539643,-118.565316125818,1.6369369897301185,-0.05551732784973269,-64.96431678533554,-48.4940509001414,24.42880409459273,181.77181950649893,-113.27418232827874,1.6038009047021056,0.0008933333333336,-64.0869289636612,4.999999999998831,0.0664800000000116,60.0,1011.8991625436398,no description,[12 13 14 ... 76 77 78],8,2020-03-17 18:20:55.694000+00:00,House mouse,000008/sub-mouse-ELCAA/sub-mouse-ELCAA_ses-20190117-sample-5_slice-20190117-slice-5_cell-20190117-sample-5_icephys.nwb,000008/000008/sub-mouse-ELCAA/sub-mouse-ELCAA_ses-20190117-sample-5_slice-20190117-slice-5_cell-20190117-sample-5_icephys.nwb,8,101.0,mouse_ELCAA,20190117_sample_5,motor cortex,House mouse,sub-mouse-ELCAA/sub-mouse-ELCAA_ses-20190117-sample-5_slice-20190117-slice-5_cell-20190117-sample-5_icephys.nwb,"Scala, Federico",-2.5594518,-0.13198192,1.0503211435680533,-1.4589921147675775,8,5.049536,9.6757145,https://dandiarchive.org/dandiset/000008,https://dandiarchive.s3.amazonaws.com/blobs/cd0/782/cd078254-99d8-4206-9f00-c173293e75fa,https://api.dandiarchive.org/api/dandisets/000008/versions/draft/assets/242d777a-41f8-4615-b6ba-1d5bc19952db/
